time x y z x_d y_d z_d error_x error_y error_z
12.931 0.302235 5.30066e-05 0.650335 0.3 0 0.65 0.00223514 5.30066e-05 0.000334757
12.932 0.302236 5.06276e-05 0.650337 0.3 0 0.65 0.00223643 5.06276e-05 0.000337091
12.933 0.302235 5.2587e-05 0.650338 0.3 0 0.65 0.00223525 5.2587e-05 0.000337686
12.934 0.302235 5.4372e-05 0.650339 0.3 0 0.65 0.0022353 5.4372e-05 0.000339218
12.935 0.302236 5.18261e-05 0.650336 0.3 0 0.65 0.00223551 5.18261e-05 0.000336417
12.936 0.302235 5.19887e-05 0.650336 0.3 0 0.65 0.00223519 5.19887e-05 0.00033629
12.937 0.302236 5.4076e-05 0.650336 0.3 0 0.65 0.00223635 5.4076e-05 0.000335885
12.938 0.302236 5.30223e-05 0.650334 0.3 0 0.65 0.00223576 5.30223e-05 0.000333841
12.939 0.302236 5.22236e-05 0.650338 0.3 0 0.65 0.00223573 5.22236e-05 0.000338109
12.94 0.302236 5.27362e-05 0.650336 0.3 0 0.65 0.00223598 5.27362e-05 0.000335533
12.941 0.302235 5.31032e-05 0.650336 0.3 0 0.65 0.00223519 5.31032e-05 0.00033629
12.942 0.302236 5.15926e-05 0.650337 0.3 0 0.65 0.00223568 5.15926e-05 0.000336577
12.943 0.302235 5.45653e-05 0.650336 0.3 0 0.65 0.00223519 5.45653e-05 0.00033629
12.944 0.302235 5.23687e-05 0.650336 0.3 0 0.65 0.00223483 5.23687e-05 0.000335955
12.945 0.302236 5.34869e-05 0.650337 0.3 0 0.65 0.00223586 5.34869e-05 0.000336753
12.946 0.302238 5.55961e-05 0.650336 0.3 0 0.65 0.00223776 5.55961e-05 0.000335543
12.947 0.302234 5.2795e-05 0.650336 0.3 0 0.65 0.00223426 5.2795e-05 0.000335607
12.948 0.302236 5.26981e-05 0.650336 0.3 0 0.65 0.00223557 5.26981e-05 0.000336473
12.949 0.302236 5.30677e-05 0.650336 0.3 0 0.65 0.00223637 5.30677e-05 0.000335903
12.95 0.302236 5.26999e-05 0.650336 0.3 0 0.65 0.00223617 5.26999e-05 0.000335715
12.951 0.302236 5.27948e-05 0.650335 0.3 0 0.65 0.0022358 5.27948e-05 0.000335359
12.952 0.302235 5.32327e-05 0.650337 0.3 0 0.65 0.00223488 5.32327e-05 0.000337335
12.953 0.302236 5.08944e-05 0.650336 0.3 0 0.65 0.00223598 5.08944e-05 0.000335533
12.954 0.302234 5.43591e-05 0.650339 0.3 0 0.65 0.00223437 5.43591e-05 0.000338528
12.955 0.302235 5.26631e-05 0.650337 0.3 0 0.65 0.00223451 5.26631e-05 0.000336939
12.956 0.302236 5.16597e-05 0.650335 0.3 0 0.65 0.00223607 5.16597e-05 0.000334569
12.957 0.302237 5.30024e-05 0.650335 0.3 0 0.65 0.00223697 5.30024e-05 0.000334939
12.958 0.302234 5.2097e-05 0.650338 0.3 0 0.65 0.00223397 5.2097e-05 0.0003382
12.959 0.302236 5.14739e-05 0.650338 0.3 0 0.65 0.00223572 5.14739e-05 0.000338117
12.96 0.302235 5.38592e-05 0.650338 0.3 0 0.65 0.00223525 5.38592e-05 0.000337689
12.961 0.302236 5.3918e-05 0.650337 0.3 0 0.65 0.00223605 5.3918e-05 0.00033693
12.962 0.302235 5.53147e-05 0.650337 0.3 0 0.65 0.00223471 5.53147e-05 0.000337175
12.963 0.302236 5.10044e-05 0.650336 0.3 0 0.65 0.00223632 5.10044e-05 0.000335857
12.964 0.302235 5.26265e-05 0.650338 0.3 0 0.65 0.00223543 5.26265e-05 0.000337853
12.965 0.302237 5.0287e-05 0.650336 0.3 0 0.65 0.00223717 5.0287e-05 0.000336319
12.966 0.302236 5.14891e-05 0.650337 0.3 0 0.65 0.00223558 5.14891e-05 0.00033666
12.967 0.302237 5.24785e-05 0.650336 0.3 0 0.65 0.00223657 5.24785e-05 0.000335742
12.968 0.302235 5.39136e-05 0.650336 0.3 0 0.65 0.00223519 5.39136e-05 0.000336292
12.969 0.302235 5.24275e-05 0.650336 0.3 0 0.65 0.00223519 5.24275e-05 0.000336291
12.97 0.302235 5.34126e-05 0.650337 0.3 0 0.65 0.00223471 5.34126e-05 0.000337175
12.971 0.302236 5.21818e-05 0.650334 0.3 0 0.65 0.00223609 5.21818e-05 0.000334449
12.972 0.302236 5.08471e-05 0.650335 0.3 0 0.65 0.00223602 5.08471e-05 0.000335172
12.973 0.302236 5.16126e-05 0.650334 0.3 0 0.65 0.00223577 5.16126e-05 0.000333721
12.974 0.302235 5.18033e-05 0.650337 0.3 0 0.65 0.00223489 5.18033e-05 0.000337294
12.975 0.302236 5.39901e-05 0.650337 0.3 0 0.65 0.00223568 5.39901e-05 0.000336564
12.976 0.302236 5.33624e-05 0.650336 0.3 0 0.65 0.00223598 5.33624e-05 0.000335528
12.977 0.302236 5.26302e-05 0.650334 0.3 0 0.65 0.0022363 5.26302e-05 0.000334352
12.978 0.302237 5.44109e-05 0.650335 0.3 0 0.65 0.00223705 5.44109e-05 0.000334867
12.979 0.302237 5.13922e-05 0.650336 0.3 0 0.65 0.00223656 5.13922e-05 0.000335736
12.98 0.302236 5.6783e-05 0.650337 0.3 0 0.65 0.00223605 5.6783e-05 0.000336929
12.981 0.302235 5.25258e-05 0.650339 0.3 0 0.65 0.0022353 5.25258e-05 0.000339218
12.982 0.302237 5.17269e-05 0.650335 0.3 0 0.65 0.00223687 5.17269e-05 0.000334691
12.983 0.302236 5.16994e-05 0.650335 0.3 0 0.65 0.00223563 5.16994e-05 0.000335197
12.984 0.302236 5.20317e-05 0.650335 0.3 0 0.65 0.0022358 5.20317e-05 0.000335357
12.985 0.302236 5.21023e-05 0.650335 0.3 0 0.65 0.00223649 5.21023e-05 0.000334529
12.986 0.302236 5.45287e-05 0.650336 0.3 0 0.65 0.00223598 5.45287e-05 0.000335533
12.987 0.302234 5.29238e-05 0.650337 0.3 0 0.65 0.00223412 5.29238e-05 0.000336956
12.988 0.302235 5.20095e-05 0.650337 0.3 0 0.65 0.00223488 5.20095e-05 0.000337334
12.989 0.302235 5.14833e-05 0.650336 0.3 0 0.65 0.00223537 5.14833e-05 0.000336466
12.99 0.302236 5.36648e-05 0.650337 0.3 0 0.65 0.00223586 5.36648e-05 0.000336753
12.991 0.302236 5.39927e-05 0.650334 0.3 0 0.65 0.00223574 5.39927e-05 0.000334114
12.992 0.302235 5.11703e-05 0.650335 0.3 0 0.65 0.00223533 5.11703e-05 0.000334846
12.993 0.302236 5.22753e-05 0.650335 0.3 0 0.65 0.00223644 5.22753e-05 0.000335094
12.994 0.302236 5.33142e-05 0.650335 0.3 0 0.65 0.00223564 5.33142e-05 0.000335037
12.995 0.302236 5.23102e-05 0.650336 0.3 0 0.65 0.0022364 5.23102e-05 0.000335523
12.996 0.302235 5.48944e-05 0.650336 0.3 0 0.65 0.00223537 5.48944e-05 0.000336448
12.997 0.302235 5.18063e-05 0.650339 0.3 0 0.65 0.00223512 5.18063e-05 0.000339036
12.998 0.302237 5.42089e-05 0.650336 0.3 0 0.65 0.00223711 5.42089e-05 0.000336261
12.999 0.302235 5.20671e-05 0.650338 0.3 0 0.65 0.00223524 5.20671e-05 0.000337674
13 0.302236 5.03448e-05 0.650338 0.3 0 0.65 0.00223609 5.03448e-05 0.000338451
13.001 0.302237 5.40909e-05 0.650333 0.3 0 0.65 0.00223687 5.40909e-05 0.000333215
13.002 0.302235 5.45841e-05 0.650339 0.3 0 0.65 0.00223514 5.45841e-05 0.00033906
13.003 0.302234 5.24576e-05 0.650337 0.3 0 0.65 0.00223449 5.24576e-05 0.000337314
13.004 0.302236 5.17835e-05 0.650339 0.3 0 0.65 0.00223561 5.17835e-05 0.000339331
13.005 0.302236 5.27648e-05 0.650336 0.3 0 0.65 0.00223598 5.27648e-05 0.000335534
13.006 0.302236 4.99445e-05 0.650337 0.3 0 0.65 0.00223623 4.99445e-05 0.000337105
13.007 0.302236 5.42494e-05 0.650337 0.3 0 0.65 0.00223605 5.42494e-05 0.000336929
13.008 0.302235 5.29542e-05 0.650336 0.3 0 0.65 0.00223537 5.29542e-05 0.000336466
13.009 0.302235 5.41487e-05 0.650337 0.3 0 0.65 0.00223488 5.41487e-05 0.000337335
13.01 0.302235 5.29537e-05 0.650339 0.3 0 0.65 0.00223455 5.29537e-05 0.000338703
13.011 0.302234 5.35232e-05 0.650338 0.3 0 0.65 0.00223351 5.35232e-05 0.000337889
13.012 0.302236 5.2153e-05 0.650335 0.3 0 0.65 0.00223551 5.2153e-05 0.00033511
13.013 0.302237 5.35042e-05 0.650335 0.3 0 0.65 0.00223668 5.35042e-05 0.000334516
13.014 0.302236 5.34527e-05 0.650334 0.3 0 0.65 0.00223593 5.34527e-05 0.000334001
13.015 0.302236 5.28564e-05 0.650337 0.3 0 0.65 0.00223605 5.28564e-05 0.000336929
13.016 0.302238 4.85341e-05 0.650333 0.3 0 0.65 0.00223785 4.85341e-05 0.000332875
13.017 0.302236 5.42175e-05 0.650337 0.3 0 0.65 0.00223608 5.42175e-05 0.000336541
13.018 0.302235 5.16414e-05 0.650336 0.3 0 0.65 0.00223526 5.16414e-05 0.00033622
13.019 0.302236 5.27019e-05 0.650338 0.3 0 0.65 0.00223575 5.27019e-05 0.000338085
13.02 0.302236 5.29068e-05 0.650334 0.3 0 0.65 0.00223577 5.29068e-05 0.000333834
13.021 0.302236 5.34475e-05 0.650336 0.3 0 0.65 0.00223617 5.34475e-05 0.000335706
13.022 0.302236 5.31316e-05 0.650337 0.3 0 0.65 0.00223586 5.31316e-05 0.000336752
13.023 0.302235 5.05434e-05 0.650336 0.3 0 0.65 0.00223537 5.05434e-05 0.000336466
13.024 0.302234 5.2864e-05 0.650338 0.3 0 0.65 0.0022342 5.2864e-05 0.000338138
13.025 0.302235 5.2484e-05 0.650334 0.3 0 0.65 0.00223541 5.2484e-05 0.00033405
13.026 0.302237 5.2119e-05 0.650338 0.3 0 0.65 0.00223656 5.2119e-05 0.00033754
13.027 0.302236 5.22362e-05 0.650334 0.3 0 0.65 0.00223598 5.22362e-05 0.000334326
13.028 0.302236 5.38997e-05 0.650336 0.3 0 0.65 0.00223579 5.38997e-05 0.000336273
13.029 0.302236 5.18397e-05 0.650337 0.3 0 0.65 0.00223649 5.18397e-05 0.000337424
13.03 0.302235 5.36761e-05 0.650336 0.3 0 0.65 0.00223504 5.36761e-05 0.000336091
13.031 0.302236 5.21344e-05 0.650338 0.3 0 0.65 0.00223604 5.21344e-05 0.00033782
13.032 0.302237 5.08265e-05 0.650336 0.3 0 0.65 0.00223663 5.08265e-05 0.00033602
13.033 0.302235 5.31676e-05 0.650337 0.3 0 0.65 0.00223492 5.31676e-05 0.000337295
13.034 0.302235 5.33052e-05 0.650341 0.3 0 0.65 0.00223461 5.33052e-05 0.000340986
13.035 0.302235 5.32574e-05 0.650337 0.3 0 0.65 0.00223517 5.32574e-05 0.000337413
13.036 0.302236 5.27021e-05 0.650337 0.3 0 0.65 0.00223595 5.27021e-05 0.000337017
13.037 0.302235 5.44463e-05 0.650336 0.3 0 0.65 0.00223542 5.44463e-05 0.000336067
13.038 0.302235 5.15305e-05 0.650338 0.3 0 0.65 0.00223533 5.15305e-05 0.000337612
13.039 0.302236 5.32342e-05 0.650338 0.3 0 0.65 0.00223575 5.32342e-05 0.000338084
13.04 0.302234 5.20142e-05 0.650338 0.3 0 0.65 0.00223401 5.20142e-05 0.000338168
13.041 0.302235 5.22394e-05 0.650337 0.3 0 0.65 0.00223488 5.22394e-05 0.000337332
13.042 0.302237 5.15896e-05 0.650336 0.3 0 0.65 0.00223677 5.15896e-05 0.000335697
13.043 0.302236 5.34916e-05 0.650336 0.3 0 0.65 0.00223595 5.34916e-05 0.000335868
13.044 0.302236 5.24511e-05 0.650336 0.3 0 0.65 0.00223552 5.24511e-05 0.000336315
13.045 0.302237 5.56319e-05 0.650337 0.3 0 0.65 0.00223666 5.56319e-05 0.000336581
13.046 0.302236 4.89511e-05 0.650337 0.3 0 0.65 0.00223553 4.89511e-05 0.000336757
13.047 0.302236 5.53375e-05 0.650337 0.3 0 0.65 0.00223592 5.53375e-05 0.00033685
13.048 0.302235 5.14771e-05 0.650336 0.3 0 0.65 0.00223505 5.14771e-05 0.000335797
13.049 0.302235 5.3382e-05 0.650339 0.3 0 0.65 0.00223531 5.3382e-05 0.000339214
13.05 0.302235 5.28721e-05 0.650337 0.3 0 0.65 0.00223547 5.28721e-05 0.000336868
13.051 0.302237 5.37202e-05 0.650335 0.3 0 0.65 0.00223667 5.37202e-05 0.000334666
13.052 0.302234 5.34192e-05 0.650339 0.3 0 0.65 0.00223436 5.34192e-05 0.000338578
13.053 0.302236 5.47457e-05 0.650337 0.3 0 0.65 0.00223567 5.47457e-05 0.000336594
13.054 0.302234 5.08536e-05 0.650337 0.3 0 0.65 0.00223449 5.08536e-05 0.000337313
13.055 0.302236 5.42107e-05 0.650337 0.3 0 0.65 0.00223586 5.42107e-05 0.000336755
13.056 0.302235 5.29153e-05 0.650337 0.3 0 0.65 0.0022349 5.29153e-05 0.000337121
13.057 0.302235 5.25139e-05 0.650339 0.3 0 0.65 0.00223475 5.25139e-05 0.000338676
13.058 0.302236 5.2617e-05 0.650337 0.3 0 0.65 0.002236 5.2617e-05 0.000337376
13.059 0.302236 5.22202e-05 0.650337 0.3 0 0.65 0.00223622 5.22202e-05 0.000337254
13.06 0.302236 5.10073e-05 0.650337 0.3 0 0.65 0.00223567 5.10073e-05 0.000336627
13.061 0.302235 5.12754e-05 0.650335 0.3 0 0.65 0.00223532 5.12754e-05 0.000334951
13.062 0.302235 5.34504e-05 0.650338 0.3 0 0.65 0.00223525 5.34504e-05 0.000337692
13.063 0.302234 5.43362e-05 0.650338 0.3 0 0.65 0.002234 5.43362e-05 0.000338178
13.064 0.302236 5.30328e-05 0.650337 0.3 0 0.65 0.00223625 5.30328e-05 0.000336891
13.065 0.302236 5.26533e-05 0.650338 0.3 0 0.65 0.00223591 5.26533e-05 0.000338271
13.066 0.302237 5.29493e-05 0.650339 0.3 0 0.65 0.00223733 5.29493e-05 0.000339359
13.067 0.302234 5.24594e-05 0.650338 0.3 0 0.65 0.00223444 5.24594e-05 0.000337792
13.068 0.302236 5.37813e-05 0.65034 0.3 0 0.65 0.0022363 5.37813e-05 0.000340166
13.069 0.302236 5.21677e-05 0.650336 0.3 0 0.65 0.00223615 5.21677e-05 0.000335753
13.07 0.302235 5.09336e-05 0.650338 0.3 0 0.65 0.00223484 5.09336e-05 0.000338414
13.071 0.302236 5.26907e-05 0.650335 0.3 0 0.65 0.00223629 5.26907e-05 0.000334713
13.072 0.302236 5.39845e-05 0.650335 0.3 0 0.65 0.00223579 5.39845e-05 0.000335477
13.073 0.302237 5.29542e-05 0.650335 0.3 0 0.65 0.00223705 5.29542e-05 0.000334907
13.074 0.302235 5.32775e-05 0.650338 0.3 0 0.65 0.00223525 5.32775e-05 0.0003377
13.075 0.302236 5.28682e-05 0.650336 0.3 0 0.65 0.00223617 5.28682e-05 0.000335713
13.076 0.302236 5.3649e-05 0.650336 0.3 0 0.65 0.00223639 5.3649e-05 0.000335577
13.077 0.302235 5.1283e-05 0.650339 0.3 0 0.65 0.00223458 5.1283e-05 0.000338531
13.078 0.302234 5.20051e-05 0.650338 0.3 0 0.65 0.0022342 5.20051e-05 0.000338138
13.079 0.302236 5.32071e-05 0.650337 0.3 0 0.65 0.00223583 5.32071e-05 0.000337088
13.08 0.302234 5.22631e-05 0.650339 0.3 0 0.65 0.00223436 5.22631e-05 0.000338639
13.081 0.302236 5.36861e-05 0.650338 0.3 0 0.65 0.00223594 5.36861e-05 0.000337972
13.082 0.302234 5.44523e-05 0.65034 0.3 0 0.65 0.00223354 5.44523e-05 0.000339633
13.083 0.302235 5.16483e-05 0.650339 0.3 0 0.65 0.00223496 5.16483e-05 0.000338632
13.084 0.302235 5.31754e-05 0.650339 0.3 0 0.65 0.00223475 5.31754e-05 0.000338715
13.085 0.302236 5.38936e-05 0.650337 0.3 0 0.65 0.002236 5.38936e-05 0.000337389
13.086 0.302236 5.16582e-05 0.650337 0.3 0 0.65 0.00223603 5.16582e-05 0.000337082
13.087 0.302236 5.25367e-05 0.650335 0.3 0 0.65 0.0022355 5.25367e-05 0.000335162
13.088 0.302237 5.34627e-05 0.650335 0.3 0 0.65 0.00223717 5.34627e-05 0.000335413
13.089 0.302236 5.3384e-05 0.650337 0.3 0 0.65 0.00223632 5.3384e-05 0.00033701
13.09 0.302236 5.30697e-05 0.650338 0.3 0 0.65 0.00223551 5.30697e-05 0.000338467
13.091 0.302236 4.98236e-05 0.650336 0.3 0 0.65 0.00223562 4.98236e-05 0.000336464
13.092 0.302238 5.00036e-05 0.650335 0.3 0 0.65 0.00223784 5.00036e-05 0.000334532
13.093 0.302236 5.41947e-05 0.650336 0.3 0 0.65 0.00223635 5.41947e-05 0.000336025
13.094 0.302236 5.18521e-05 0.650338 0.3 0 0.65 0.00223554 5.18521e-05 0.00033798
13.095 0.302236 5.34411e-05 0.650338 0.3 0 0.65 0.00223591 5.34411e-05 0.0003383
13.096 0.302235 5.36145e-05 0.650337 0.3 0 0.65 0.00223541 5.36145e-05 0.000337429
13.097 0.302235 5.04951e-05 0.650339 0.3 0 0.65 0.00223541 5.04951e-05 0.000339276
13.098 0.302236 5.2848e-05 0.650337 0.3 0 0.65 0.002236 5.2848e-05 0.000337377
13.099 0.302236 5.47939e-05 0.650339 0.3 0 0.65 0.00223646 5.47939e-05 0.000338584
13.1 0.302237 5.26246e-05 0.650336 0.3 0 0.65 0.00223653 5.26246e-05 0.000336127
13.101 0.302234 5.14245e-05 0.650338 0.3 0 0.65 0.00223388 5.14245e-05 0.0003382
13.102 0.302234 5.1662e-05 0.65034 0.3 0 0.65 0.00223447 5.1662e-05 0.000339771
13.103 0.302236 5.22696e-05 0.650338 0.3 0 0.65 0.0022361 5.22696e-05 0.000338467
13.104 0.302235 5.24499e-05 0.650338 0.3 0 0.65 0.00223541 5.24499e-05 0.000338102
13.105 0.302236 5.26255e-05 0.650337 0.3 0 0.65 0.00223602 5.26255e-05 0.000337202
13.106 0.302236 5.52833e-05 0.650339 0.3 0 0.65 0.00223643 5.52833e-05 0.000339152
13.107 0.302235 5.31392e-05 0.650338 0.3 0 0.65 0.00223539 5.31392e-05 0.000338356
13.108 0.302237 5.29028e-05 0.650338 0.3 0 0.65 0.00223686 5.29028e-05 0.000337532
13.109 0.302237 5.26012e-05 0.650336 0.3 0 0.65 0.00223706 5.26012e-05 0.000335661
13.11 0.302235 5.22034e-05 0.650337 0.3 0 0.65 0.00223517 5.22034e-05 0.000337427
13.111 0.302237 5.23643e-05 0.650336 0.3 0 0.65 0.00223715 5.23643e-05 0.000336235
13.112 0.302235 5.26568e-05 0.650337 0.3 0 0.65 0.00223491 5.26568e-05 0.000337111
13.113 0.302235 5.26803e-05 0.650335 0.3 0 0.65 0.00223529 5.26803e-05 0.000335267
13.114 0.302235 5.23968e-05 0.650338 0.3 0 0.65 0.0022346 5.23968e-05 0.000338292
13.115 0.302236 5.18599e-05 0.650337 0.3 0 0.65 0.00223601 5.18599e-05 0.000337301
13.116 0.302236 5.15052e-05 0.650337 0.3 0 0.65 0.00223585 5.15052e-05 0.000336877
13.117 0.302236 5.38266e-05 0.650337 0.3 0 0.65 0.00223606 5.38266e-05 0.000336756
13.118 0.302234 5.087e-05 0.650338 0.3 0 0.65 0.00223382 5.087e-05 0.000338151
13.119 0.302236 5.3355e-05 0.650335 0.3 0 0.65 0.00223613 5.3355e-05 0.000334926
13.12 0.302236 5.36473e-05 0.650336 0.3 0 0.65 0.00223637 5.36473e-05 0.000335647
13.121 0.302235 5.42886e-05 0.650339 0.3 0 0.65 0.00223516 5.42886e-05 0.000338583
13.122 0.302236 5.23001e-05 0.650337 0.3 0 0.65 0.00223645 5.23001e-05 0.000337071
13.123 0.302235 5.37534e-05 0.650338 0.3 0 0.65 0.00223465 5.37534e-05 0.00033777
13.124 0.302237 5.41963e-05 0.650335 0.3 0 0.65 0.00223741 5.41963e-05 0.000335315
13.125 0.302237 4.98327e-05 0.650336 0.3 0 0.65 0.00223711 4.98327e-05 0.000336265
13.126 0.302235 5.12195e-05 0.650337 0.3 0 0.65 0.00223511 5.12195e-05 0.000337327
13.127 0.302235 5.41132e-05 0.650339 0.3 0 0.65 0.00223494 5.41132e-05 0.000338862
13.128 0.302236 5.15657e-05 0.650336 0.3 0 0.65 0.00223612 5.15657e-05 0.00033616
13.129 0.302236 5.16874e-05 0.650337 0.3 0 0.65 0.00223603 5.16874e-05 0.000337079
13.13 0.302236 4.9424e-05 0.650337 0.3 0 0.65 0.0022362 4.9424e-05 0.000337127
13.131 0.302236 5.34484e-05 0.650334 0.3 0 0.65 0.00223594 5.34484e-05 0.000334025
13.132 0.302237 5.45881e-05 0.650336 0.3 0 0.65 0.00223662 5.45881e-05 0.000335797
13.133 0.302235 5.17061e-05 0.650338 0.3 0 0.65 0.00223546 5.17061e-05 0.000337882
13.134 0.302236 5.36393e-05 0.650337 0.3 0 0.65 0.00223574 5.36393e-05 0.000336881
13.135 0.302236 5.41012e-05 0.650338 0.3 0 0.65 0.00223636 5.41012e-05 0.000337901
13.136 0.302236 5.1328e-05 0.650337 0.3 0 0.65 0.00223611 5.1328e-05 0.00033698
13.137 0.302234 5.16297e-05 0.650339 0.3 0 0.65 0.00223435 5.16297e-05 0.000338952
13.138 0.302235 5.23361e-05 0.650339 0.3 0 0.65 0.00223511 5.23361e-05 0.000339183
13.139 0.302236 5.39153e-05 0.650337 0.3 0 0.65 0.00223588 5.39153e-05 0.000336586
13.14 0.302236 5.49079e-05 0.650337 0.3 0 0.65 0.00223622 5.49079e-05 0.000337283
13.141 0.302237 5.35269e-05 0.650336 0.3 0 0.65 0.00223694 5.35269e-05 0.00033599
13.142 0.302234 5.16401e-05 0.650339 0.3 0 0.65 0.00223417 5.16401e-05 0.000338512
13.143 0.302234 5.18345e-05 0.650338 0.3 0 0.65 0.00223381 5.18345e-05 0.000338262
13.144 0.302235 5.36492e-05 0.65034 0.3 0 0.65 0.00223507 5.36492e-05 0.000339531
13.145 0.302237 5.08987e-05 0.650335 0.3 0 0.65 0.00223666 5.08987e-05 0.000334679
13.146 0.302236 5.03649e-05 0.650335 0.3 0 0.65 0.00223583 5.03649e-05 0.000335062
13.147 0.302236 5.3347e-05 0.650337 0.3 0 0.65 0.00223585 5.3347e-05 0.000336892
13.148 0.302236 5.13773e-05 0.650336 0.3 0 0.65 0.00223594 5.13773e-05 0.000335986
13.149 0.302236 5.16718e-05 0.650335 0.3 0 0.65 0.00223568 5.16718e-05 0.000335437
13.15 0.302235 5.17226e-05 0.650337 0.3 0 0.65 0.00223537 5.17226e-05 0.000336516
13.151 0.302237 5.38781e-05 0.650336 0.3 0 0.65 0.00223713 5.38781e-05 0.000336066
13.152 0.302235 5.42293e-05 0.650337 0.3 0 0.65 0.00223487 5.42293e-05 0.000337461
13.153 0.302235 5.56022e-05 0.650339 0.3 0 0.65 0.00223529 5.56022e-05 0.000339317
13.154 0.302235 5.36936e-05 0.650339 0.3 0 0.65 0.00223492 5.36936e-05 0.000339002
13.155 0.302235 4.99987e-05 0.650338 0.3 0 0.65 0.0022352 4.99987e-05 0.000338183
13.156 0.302236 5.123e-05 0.650338 0.3 0 0.65 0.00223593 5.123e-05 0.000338101
13.157 0.302235 5.10571e-05 0.650338 0.3 0 0.65 0.00223542 5.10571e-05 0.000338039
13.158 0.302236 5.24374e-05 0.650339 0.3 0 0.65 0.00223577 5.24374e-05 0.000338521
13.159 0.302237 5.10997e-05 0.650337 0.3 0 0.65 0.00223661 5.10997e-05 0.000337401
13.16 0.302234 5.32425e-05 0.650338 0.3 0 0.65 0.00223398 5.32425e-05 0.000337931
13.161 0.302236 5.44483e-05 0.650335 0.3 0 0.65 0.00223616 5.44483e-05 0.000334584
13.162 0.302236 5.35936e-05 0.650337 0.3 0 0.65 0.00223588 5.35936e-05 0.000336889
13.163 0.302235 5.26717e-05 0.650337 0.3 0 0.65 0.00223489 5.26717e-05 0.00033738
13.164 0.302235 5.18538e-05 0.650336 0.3 0 0.65 0.002235 5.18538e-05 0.000336129
13.165 0.302236 5.56261e-05 0.650339 0.3 0 0.65 0.00223563 5.56261e-05 0.00033912
13.166 0.302236 5.18584e-05 0.650338 0.3 0 0.65 0.0022356 5.18584e-05 0.000338217
13.167 0.302235 5.36063e-05 0.650339 0.3 0 0.65 0.00223512 5.36063e-05 0.000339133
13.168 0.302234 4.91125e-05 0.650339 0.3 0 0.65 0.00223443 4.91125e-05 0.000338554
13.169 0.302235 5.14524e-05 0.650337 0.3 0 0.65 0.00223549 5.14524e-05 0.000337491
13.17 0.302236 4.8665e-05 0.650339 0.3 0 0.65 0.00223562 4.8665e-05 0.000339473
13.171 0.302235 5.2476e-05 0.650339 0.3 0 0.65 0.00223493 5.2476e-05 0.000338971
13.172 0.302236 5.2694e-05 0.65034 0.3 0 0.65 0.00223558 5.2694e-05 0.000339602
13.173 0.302236 5.19256e-05 0.650334 0.3 0 0.65 0.00223571 5.19256e-05 0.000334339
13.174 0.302236 5.2791e-05 0.650337 0.3 0 0.65 0.00223605 5.2791e-05 0.000336881
13.175 0.302236 5.32569e-05 0.65034 0.3 0 0.65 0.00223582 5.32569e-05 0.000339759
13.176 0.302234 5.20929e-05 0.65034 0.3 0 0.65 0.00223403 5.20929e-05 0.000339814
13.177 0.302235 5.03228e-05 0.65034 0.3 0 0.65 0.00223484 5.03228e-05 0.000340418
13.178 0.302236 5.26058e-05 0.650338 0.3 0 0.65 0.00223573 5.26058e-05 0.000338277
13.179 0.302236 5.11878e-05 0.650337 0.3 0 0.65 0.00223582 5.11878e-05 0.000337261
13.18 0.302236 5.42169e-05 0.650336 0.3 0 0.65 0.00223615 5.42169e-05 0.000335878
13.181 0.302235 5.25025e-05 0.650336 0.3 0 0.65 0.00223478 5.25025e-05 0.000336376
13.182 0.302236 5.37077e-05 0.650338 0.3 0 0.65 0.00223616 5.37077e-05 0.00033773
13.183 0.302237 5.23186e-05 0.650334 0.3 0 0.65 0.00223721 5.23186e-05 0.000333981
13.184 0.302236 5.27409e-05 0.650335 0.3 0 0.65 0.00223618 5.27409e-05 0.000335238
13.185 0.302235 5.41391e-05 0.650337 0.3 0 0.65 0.00223538 5.41391e-05 0.000337397
13.186 0.302236 5.24201e-05 0.650338 0.3 0 0.65 0.00223601 5.24201e-05 0.000338304
13.187 0.302235 5.16974e-05 0.650339 0.3 0 0.65 0.00223513 5.16974e-05 0.000339139
13.188 0.302235 5.18331e-05 0.650335 0.3 0 0.65 0.00223511 5.18331e-05 0.000335253
13.189 0.302235 5.20873e-05 0.650338 0.3 0 0.65 0.00223532 5.20873e-05 0.00033769
13.19 0.302236 4.99822e-05 0.650339 0.3 0 0.65 0.00223571 4.99822e-05 0.000338517
13.191 0.302236 5.44431e-05 0.650336 0.3 0 0.65 0.00223569 5.44431e-05 0.000336499
13.192 0.302235 5.35264e-05 0.650337 0.3 0 0.65 0.00223534 5.35264e-05 0.000336847
13.193 0.302234 5.51582e-05 0.650338 0.3 0 0.65 0.00223401 5.51582e-05 0.000338089
13.194 0.302235 5.20239e-05 0.650337 0.3 0 0.65 0.00223515 5.20239e-05 0.000336668
13.195 0.302235 5.00787e-05 0.650336 0.3 0 0.65 0.00223482 5.00787e-05 0.00033608
13.196 0.302236 4.96533e-05 0.650338 0.3 0 0.65 0.00223613 4.96533e-05 0.000338153
13.197 0.302235 5.13906e-05 0.650339 0.3 0 0.65 0.00223541 5.13906e-05 0.000339288
13.198 0.302236 5.26435e-05 0.650337 0.3 0 0.65 0.00223584 5.26435e-05 0.000336991
13.199 0.302236 5.12031e-05 0.650336 0.3 0 0.65 0.00223597 5.12031e-05 0.00033567
